Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
8506.0,The Amazing Spider-Man (Console Version),Wii,2012.0,Action,Activision,0.11,0.04,0.0,0.01,0.16
807.0,Sim Theme Park,PC,1998.0,Strategy,Electronic Arts,2.04,0.04,0.0,0.0,2.08
6342.0,Reader Rabbit Kindergarten,DS,2008.0,Misc,Nordic Games,0.25,0.0,0.0,0.02,0.27
5885.0,Hard Hitter Tennis,PS2,2001.0,Sports,Midas Interactive Entertainment,0.15,0.11,0.0,0.04,0.3
11390.0,The Sims 2: Ikea Home Stuff,PC,2008.0,Simulation,Electronic Arts,0.0,0.07,0.0,0.02,0.08
12559.0,JoJo's Bizarre Adventure: All Star Battle,3DS,2012.0,Fighting,Take-Two Interactive,0.06,0.0,0.0,0.0,0.06
10831.0,Egg Monster Hero,DS,,Role-Playing,Square Enix,0.0,0.0,0.09,0.0,0.09
10191.0,Disney's Extreme Skate Adventure,XB,2003.0,Sports,Activision,0.08,0.02,0.0,0.0,0.11
4463.0,Yu-Gi-Oh! 5D's Tag Force 4,PSP,2009.0,Strategy,Konami Digital Entertainment,0.19,0.07,0.12,0.06,0.44
2540.0,NASCAR 2001,PS,2000.0,Racing,Electronic Arts,0.45,0.31,0.0,0.05,0.81
7448.0,Rollcage,PS,1999.0,Racing,Psygnosis,0.12,0.08,0.0,0.01,0.21
12689.0,Catwoman,XB,2004.0,Action,Electronic Arts,0.04,0.01,0.0,0.0,0.06
2164.0,Dragon Quest Monsters: Terry's Wonderland 3D,3DS,2012.0,Role-Playing,Square Enix,0.0,0.0,0.96,0.0,0.96
12267.0,Escape from Bug Island,Wii,2006.0,Action,Eidos Interactive,0.04,0.01,0.01,0.0,0.06
16582.0,PGA European Tour,N64,2000.0,Sports,Infogrames,0.01,0.0,0.0,0.0,0.01
15563.0,Downtown Nekketsu Koushinkyoku: Soreyuke Daiundoukai All-Star Special,PS3,2015.0,Action,Arc System Works,0.0,0.0,0.02,0.0,0.02
1766.0,Ninja Gaiden Sigma,PS3,2007.0,Action,Eidos Interactive,0.57,0.33,0.09,0.16,1.15
13807.0,Zac to Ombra: Maboroshi no Yuuenchi,DS,2010.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04
8453.0,The Sims 3: Seasons,PC,2012.0,Simulation,Electronic Arts,0.0,0.13,0.0,0.03,0.17
3495.0,NHL 06,PS2,2005.0,Sports,Electronic Arts,0.48,0.02,0.0,0.08,0.58
5052.0,Pokemon Channel,GC,2003.0,Adventure,Nintendo,0.24,0.06,0.07,0.01,0.38
7049.0,Luminous Arc 2,DS,2008.0,Role-Playing,Rising Star Games,0.21,0.0,0.0,0.02,0.23
3733.0,Rune Factory 2: A Fantasy Harvest Moon,DS,2008.0,Role-Playing,Rising Star Games,0.33,0.03,0.15,0.03,0.54
15208.0,FIFA Soccer 09,PC,2008.0,Sports,Electronic Arts,0.0,0.02,0.0,0.0,0.02
7656.0,Grandia II,DC,2000.0,Role-Playing,Ubisoft,0.0,0.0,0.2,0.0,0.2
14249.0,Legend of the Dragon,PSP,2007.0,Fighting,Game Factory,0.03,0.0,0.0,0.0,0.03
6883.0,Ghost Rider,PSP,2007.0,Action,Take-Two Interactive,0.22,0.0,0.0,0.02,0.24
6203.0,Silent Hill 2: Restless Dreams,XB,2001.0,Action,Konami Digital Entertainment,0.21,0.06,0.0,0.01,0.28
5831.0,Virtua Cop 2,SAT,1996.0,Shooter,Sega,0.0,0.0,0.3,0.0,0.3
5564.0,NBA Live 06,GC,2005.0,Sports,Electronic Arts,0.25,0.07,0.0,0.01,0.33
643.0,Dino Crisis,PS,1998.0,Action,Capcom,0.81,0.76,0.7,0.14,2.41
15973.0,SBK Superbike World Championship,PS2,2008.0,Racing,Black Bean Games,0.01,0.01,0.0,0.0,0.02
11499.0,Pilot ni Narou! 2,PS2,2001.0,Simulation,Victor Interactive,0.0,0.0,0.08,0.0,0.08
7810.0,Avatar: The Last Airbender - Into the Inferno,Wii,2008.0,Adventure,THQ,0.17,0.01,0.0,0.01,0.19
9155.0,Bassmasters 2000,N64,1999.0,Sports,THQ,0.11,0.03,0.0,0.0,0.14
14947.0,BeatMania IIDX 11: IIDX Red,PS2,2006.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02
7735.0,Dexter's Lab Chess Challenge,GBA,2002.0,Misc,BAM! Entertainment,0.14,0.05,0.0,0.0,0.2
1307.0,Super Monkey Ball,GC,2001.0,Puzzle,Atari,0.95,0.37,0.1,0.04,1.46
764.0,Super Mario RPG: Legend of the Seven Stars,SNES,1996.0,Role-Playing,Nintendo,0.66,0.0,1.45,0.03,2.14
7809.0,Might & Magic: Clash of Heroes,DS,2009.0,Role-Playing,Ubisoft,0.16,0.02,0.0,0.01,0.19
15720.0,Without Warning,XB,,Shooter,Capcom,0.01,0.0,0.0,0.0,0.02
13836.0,SuperCar Challenge,PS3,2009.0,Racing,System 3 Arcade Software,0.0,0.03,0.0,0.01,0.04
5298.0,One Piece: Gigant Battle 2 Shin Sekai,DS,2011.0,Fighting,Namco Bandai Games,0.0,0.0,0.35,0.0,0.35
14464.0,Renai Revenge,PSV,2015.0,Adventure,TGL,0.0,0.0,0.03,0.0,0.03
10202.0,Naval Ops: Warship Gunner,PS2,2003.0,Simulation,Tecmo Koei,0.05,0.04,0.0,0.01,0.11
11976.0,Harry Potter and the Sorcerer's Stone,XB,2003.0,Action,Electronic Arts,0.05,0.02,0.0,0.0,0.07
3084.0,Shrek: Hassle at the Castle,GBA,2002.0,Action,TDK Mediactive,0.47,0.17,0.0,0.01,0.66
13184.0,"Lupin III: Lupin ni wa Shi o, Zenigata ni wa Koi o",PS2,2007.0,Adventure,505 Games,0.0,0.0,0.05,0.0,0.05
10364.0,Disney's Chicken Little: Ace In Action,Wii,,Shooter,Disney Interactive Studios,0.1,0.0,0.0,0.01,0.11
4328.0,The Powerpuff Girls: Relish Rampage,PS2,2002.0,Action,BAM! Entertainment,0.22,0.17,0.0,0.06,0.45
1312.0,LEGO Batman 2: DC Super Heroes,Wii,2012.0,Action,Warner Bros. Interactive Entertainment,0.94,0.4,0.0,0.11,1.46
1985.0,Sonic the Hedgehog,X360,2006.0,Platform,Sega,0.44,0.49,0.0,0.11,1.05
7883.0,Warriors: Legends of Troy,PS3,2011.0,Action,Tecmo Koei,0.06,0.05,0.07,0.02,0.19
2439.0,Army of Two: The 40th Day,PS3,2010.0,Shooter,Electronic Arts,0.44,0.27,0.01,0.12,0.85
2702.0,Super Monkey Ball: Touch & Roll,DS,2005.0,Misc,Sega,0.7,0.01,0.0,0.06,0.76
750.0,Forza Motorsport 5,XOne,2013.0,Racing,Microsoft Game Studios,1.21,0.78,0.01,0.17,2.18
8947.0,Code:Realize - Sousei no Himegimi,PSV,2014.0,Adventure,Idea Factory,0.09,0.0,0.03,0.03,0.15
4683.0,Scooby-Doo and the Cyber Chase,GBA,2001.0,Adventure,Ubisoft,0.3,0.11,0.0,0.01,0.41
2086.0,The Simpsons: Hit & Run,GC,2003.0,Racing,Vivendi Games,0.77,0.2,0.0,0.03,0.99
1474.0,WWF War Zone,N64,1998.0,Fighting,Acclaim Entertainment,1.08,0.24,0.0,0.02,1.33
2413.0,Winning Eleven: Pro Evolution Soccer 2007,PSP,2006.0,Sports,Konami Digital Entertainment,0.01,0.72,0.12,0.01,0.86
11988.0,Super Robot Spirits,N64,1998.0,Fighting,Banpresto,0.0,0.0,0.04,0.03,0.07
16552.0,E.T. The Extra-Terrestrial,GBA,2001.0,Action,NewKidCo,0.01,0.0,0.0,0.0,0.01
13096.0,Rave Master,GC,2002.0,Fighting,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05
9999.0,Mystery P.I. - Portrait of a Thief,DS,2008.0,Adventure,Unknown,0.11,0.0,0.0,0.01,0.11
10144.0,Virtua Fighter CG Portrait Series Vol.1: Sarah Bryant,SAT,1995.0,Misc,Sega,0.0,0.0,0.11,0.0,0.11
10321.0,Hitman Trilogy,PS2,2007.0,Action,Eidos Interactive,0.05,0.04,0.0,0.01,0.11
255.0,Sonic the Hedgehog,GEN,1991.0,Platform,Sega,3.03,0.91,0.26,0.13,4.34
1481.0,Corvette,PS2,2004.0,Racing,TDK Mediactive,0.65,0.51,0.0,0.17,1.33
974.0,Dragon Quest Monsters: Joker,DS,2006.0,Role-Playing,Square Enix,0.23,0.03,1.49,0.03,1.78
11194.0,Invasion From Beyond,PS,1998.0,Shooter,GT Interactive,0.05,0.03,0.0,0.01,0.09
1347.0,Frogger 2: Swampy's Revenge,PS,1999.0,Action,Hasbro Interactive,0.8,0.54,0.0,0.09,1.43
1839.0,Rock Band,PS2,,Misc,Electronic Arts,0.71,0.06,0.0,0.35,1.11
12148.0,Freddi Fish: Kelp Seed Mystery,Wii,2008.0,Adventure,Majesco Entertainment,0.06,0.0,0.0,0.0,0.07
3147.0,NBA 2K17,XOne,2016.0,Sports,Take-Two Interactive,0.54,0.04,0.0,0.07,0.64
14214.0,RACE On,PC,2009.0,Racing,bitComposer Games,0.0,0.03,0.0,0.01,0.03
12613.0,Dragon Rage,PS2,2001.0,Shooter,3DO,0.03,0.02,0.0,0.01,0.06
16261.0,Championship Manager 2010,PC,2009.0,Sports,Eidos Interactive,0.0,0.01,0.0,0.0,0.01
2387.0,Kingdom Hearts Re: Chain of Memories,PS2,2008.0,Role-Playing,Square Enix,0.73,0.03,0.0,0.12,0.87
2991.0,Mercenaries: Playground of Destruction,XB,2005.0,Action,LucasArts,0.54,0.11,0.0,0.03,0.68
6233.0,Pokemon Box: Ruby & Sapphire,GC,2003.0,Misc,Nintendo,0.0,0.0,0.27,0.01,0.28
4015.0,RealSports Tennis,2600,1982.0,Sports,Atari,0.46,0.03,0.0,0.01,0.5
8356.0,NBA Live 16,PS4,2015.0,Sports,Electronic Arts,0.1,0.04,0.0,0.03,0.17
11176.0,Chou Jigen Game Neptune Mk-II,PS3,2011.0,Role-Playing,Compile Heart,0.0,0.0,0.09,0.0,0.09
3896.0,Goldeneye 007: Reloaded,X360,2011.0,Shooter,Activision,0.25,0.21,0.0,0.05,0.51
13393.0,To Love-Ru Trouble Darkness: Battle Ecstasy,PSV,2014.0,Action,FuRyu,0.0,0.0,0.05,0.0,0.05
3626.0,NCAA Football 07,XB,2006.0,Sports,Electronic Arts,0.42,0.12,0.0,0.01,0.56
6360.0,The Penguins of Madagascar,DS,2010.0,Action,THQ,0.13,0.12,0.0,0.02,0.27
14394.0,Timmy Time,DS,2011.0,Action,Avanquest,0.0,0.03,0.0,0.0,0.03
5146.0,Bottom of the 9th,N64,1999.0,Sports,Konami Digital Entertainment,0.37,0.0,0.0,0.0,0.37
10624.0,The Bard's Tale,XB,2004.0,Role-Playing,Ubisoft,0.08,0.02,0.0,0.0,0.1
6633.0,Galactic Attack,SAT,1994.0,Shooter,Acclaim Entertainment,0.0,0.0,0.25,0.0,0.25
10069.0,The Hardy Boys: Treasure on the Tracks,DS,2009.0,Adventure,Sega,0.11,0.0,0.0,0.01,0.11
14076.0,Hello Kitty: Roller Rescue,PC,2005.0,Action,Empire Interactive,0.0,0.03,0.0,0.0,0.04
8262.0,The Hobbit,GC,2003.0,Platform,Vivendi Games,0.13,0.03,0.0,0.0,0.17
13057.0,Battle vs. Chess,PS3,,Misc,TopWare Interactive,0.0,0.04,0.0,0.01,0.05
8854.0,J-League Victory Goal,SAT,1995.0,Sports,Sega,0.0,0.0,0.15,0.0,0.15
1958.0,Dora the Explorer: Dora Saves the Mermaids,DS,2007.0,Platform,Take-Two Interactive,0.97,0.01,0.0,0.08,1.06
6180.0,MLB 07: The Show,PSP,2007.0,Sports,Sony Computer Entertainment,0.26,0.0,0.0,0.02,0.28
603.0,Dragon Warrior II,NES,1987.0,Role-Playing,Enix Corporation,0.15,0.0,2.41,0.0,2.56
16494.0,Summer Athletics,PC,2008.0,Sports,DTP Entertainment,0.0,0.01,0.0,0.0,0.01
4377.0,Naruto Shippuden: Ultimate Ninja Storm Generations,X360,2012.0,Fighting,Namco Bandai Games,0.26,0.14,0.01,0.04,0.45
10125.0,Pac-Man and the Ghostly Adventures 2,X360,2014.0,Adventure,Namco Bandai Games,0.05,0.05,0.0,0.01,0.11
5668.0,Shin Momotarou Densetsu,SNES,1993.0,Role-Playing,Hudson Soft,0.0,0.0,0.32,0.0,0.32
7369.0,MVP Baseball,PSP,2005.0,Sports,Electronic Arts,0.2,0.0,0.0,0.02,0.21
13375.0,XBLAZE Code: Embryo,PSV,2013.0,Adventure,Arc System Works,0.03,0.0,0.01,0.01,0.05
15965.0,Imperium Romanum,PC,2008.0,Strategy,Kalypso Media,0.0,0.01,0.0,0.0,0.02
16158.0,Isshoni Gohan. Portable,PSP,2013.0,Adventure,Boost On,0.0,0.0,0.01,0.0,0.01
445.0,Personal Trainer: Cooking,DS,2006.0,Misc,Nintendo,0.91,1.0,1.03,0.17,3.12
15193.0,Fuel,PC,2009.0,Racing,Codemasters,0.0,0.02,0.0,0.0,0.02
13681.0,Hayate no Gotoku! Ojousama Produce Daisakusen Boku Iro ni Somare! Gakkou-Hen,DS,2008.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04
15869.0,San Goku Shi DS 2,DS,2007.0,Strategy,Tecmo Koei,0.0,0.0,0.02,0.0,0.02
11160.0,Star Wars: Empire at War,PC,2006.0,Strategy,LucasArts,0.01,0.06,0.0,0.02,0.09
3885.0,The 3rd Birthday,PSP,2010.0,Role-Playing,Square Enix,0.13,0.07,0.27,0.05,0.51
2789.0,Pirates of the Caribbean: At World's End,PS3,2007.0,Action,Disney Interactive Studios,0.17,0.41,0.0,0.15,0.74
2153.0,PlayStation All-Stars Battle Royale,PS3,2012.0,Action,Sony Computer Entertainment,0.5,0.28,0.04,0.14,0.96
15014.0,Peter Pan in Disney's Return to Never Land,PS,2002.0,Platform,Sony Computer Entertainment,0.01,0.01,0.0,0.0,0.02
7646.0,Treasure Hunter G,SNES,1996.0,Role-Playing,SquareSoft,0.0,0.0,0.2,0.0,0.2
2441.0,Castlevania III: Dracula's Curse,NES,1989.0,Platform,Konami Digital Entertainment,0.4,0.07,0.37,0.01,0.85
611.0,Game Party,Wii,2007.0,Misc,Midway Games,1.5,0.78,0.0,0.24,2.52
14291.0,Raw Danger!,PS2,2006.0,Action,505 Games,0.02,0.01,0.0,0.0,0.03
4368.0,Eternal Sonata,PS3,2008.0,Role-Playing,Atari,0.19,0.13,0.07,0.06,0.45
1962.0,Virtua Tennis 3,PS3,2007.0,Sports,Sega,0.23,0.59,0.03,0.22,1.06
5371.0,Iron Man 2,DS,2010.0,Action,Sega,0.15,0.16,0.0,0.03,0.34
10372.0,Jampack Volume 14 (RP-T),PS2,2006.0,Misc,Sony Computer Entertainment,0.05,0.04,0.0,0.01,0.11
11432.0,Adventure Time: The Secret of the Nameless Kingdom,3DS,2014.0,Action,Little Orbit,0.0,0.07,0.0,0.0,0.08
9532.0,Reader Rabbit Kindergarten,Wii,2010.0,Misc,Graffiti,0.12,0.0,0.0,0.01,0.13
3786.0,SingStar Dance,PS3,2010.0,Misc,Sony Computer Entertainment,0.09,0.32,0.0,0.12,0.53
15512.0,Mushihimesama,X360,2012.0,Action,Cave,0.0,0.0,0.02,0.0,0.02
13613.0,FIFA Soccer 2003 (weekly jp sales),PS2,2002.0,Sports,Electronic Arts,0.0,0.0,0.04,0.0,0.04
4622.0,The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,PS2,2003.0,Action,THQ,0.21,0.16,0.0,0.05,0.42
7219.0,The Lord of the Rings: The Third Age,GBA,2004.0,Role-Playing,Electronic Arts,0.16,0.06,0.0,0.0,0.22
12366.0,Challenge Me: Brain Puzzles,DS,2009.0,Puzzle,Oxygen Interactive,0.06,0.0,0.0,0.0,0.06
3266.0,SpongeBob's Atlantis SquarePantis,Wii,2007.0,Action,THQ,0.57,0.01,0.0,0.04,0.62
7371.0,Ghostbusters II,2600,,Action,Activision,0.2,0.01,0.0,0.0,0.21
5248.0,Frogs And Flies,2600,1981.0,Action,Mattel Interactive,0.33,0.02,0.0,0.0,0.36
8237.0,Street Fighter: The Movie,PS,1995.0,Fighting,Acclaim Entertainment,0.1,0.07,0.0,0.01,0.17
15051.0,Total Immersion Racing,XB,2002.0,Racing,Empire Interactive,0.02,0.01,0.0,0.0,0.02
409.0,The Lord of the Rings: The Return of the King,PS2,2003.0,Action,Electronic Arts,1.5,1.28,0.05,0.46,3.28
6296.0,Resident Evil: Deadly Silence,DS,2006.0,Action,Capcom,0.12,0.03,0.11,0.01,0.27
8025.0,NARC,XB,2005.0,Shooter,Midway Games,0.14,0.04,0.0,0.01,0.18
10800.0,Tennis no Oji-Sama: Motto Gakuensai no Ouji-Sama - More Sweet Edition,DS,2010.0,Sports,Konami Digital Entertainment,0.0,0.0,0.1,0.0,0.1
16035.0,Shinobi Koutsutsu,PSP,2014.0,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.01
2500.0,I Spy: Fun House,DS,2007.0,Puzzle,Scholastic Inc.,0.77,0.0,0.0,0.06,0.83
1311.0,Mass Effect 3,PS3,2012.0,Role-Playing,Electronic Arts,0.63,0.59,0.03,0.21,1.46
3188.0,SingStar Queen,PS2,2009.0,Misc,Sony Computer Entertainment,0.08,0.12,0.0,0.44,0.63
12319.0,The Book of Unwritten Tales: The Critter Chronicles,PC,2011.0,Action,Crimson Cow,0.0,0.05,0.0,0.01,0.06
995.0,Def Jam: Fight for NY,PS2,2004.0,Fighting,Electronic Arts,0.86,0.67,0.0,0.22,1.76
5635.0,DiRT Rally,PS4,2016.0,Racing,Codemasters,0.03,0.24,0.0,0.05,0.32
8057.0,Summer Athletics: The Ultimate Challenge,PS2,2008.0,Sports,DTP Entertainment,0.0,0.0,0.0,0.18,0.18
856.0,Harry Potter and the Chamber of Secrets,PS,2002.0,Action,Electronic Arts,0.75,1.09,0.02,0.12,1.98
10303.0,Dr. Seuss' The Cat in the Hat,XB,2003.0,Misc,Vivendi Games,0.08,0.02,0.0,0.0,0.11
3099.0,Tom Clancy's EndWar,PS3,2008.0,Strategy,Ubisoft,0.32,0.22,0.01,0.1,0.65
9319.0,Tom Clancy's Ghost Recon,Wii,2010.0,Shooter,Ubisoft,0.11,0.01,0.0,0.01,0.14
4678.0,Ghostbusters: The Video Game,DS,2009.0,Action,Atari,0.26,0.12,0.0,0.04,0.41
4049.0,Bakugan Battle Brawlers: Defenders of the Core,DS,2010.0,Action,Activision,0.42,0.02,0.02,0.03,0.49
2061.0,1942,NES,1985.0,Shooter,Capcom,0.65,0.14,0.21,0.0,1.0
14841.0,World War II Combat: Road To Berlin,XB,2006.0,Shooter,Groove Games,0.02,0.01,0.0,0.0,0.03
5081.0,Harry Potter and the Prisoner of Azkaban,GC,2004.0,Action,Electronic Arts,0.29,0.08,0.0,0.01,0.38
292.0,Forza Motorsport 2,X360,2007.0,Racing,Microsoft Game Studios,2.35,1.28,0.03,0.41,4.06
10917.0,Ninja Gaiden Black,XB,2005.0,Action,Microsoft Game Studios,0.07,0.02,0.0,0.0,0.09
5942.0,Guitar Hero: Van Halen,X360,2009.0,Misc,Activision,0.16,0.1,0.0,0.03,0.3
5558.0,Sniper Elite 3,XOne,2014.0,Shooter,505 Games,0.19,0.11,0.0,0.03,0.33
16147.0,Pet Shop Monogatari DS 2,DS,2010.0,Simulation,Taito,0.0,0.0,0.01,0.0,0.01
5684.0,Power Rangers: Time Force,PS,2001.0,Action,THQ,0.18,0.12,0.0,0.02,0.32
4503.0,SSX Tricky,XB,2001.0,Sports,Electronic Arts,0.32,0.09,0.0,0.02,0.43
1238.0,NBA Live 2000,PS,1998.0,Sports,Electronic Arts,1.43,0.05,0.0,0.03,1.52
4357.0,PES 2009: Pro Evolution Soccer,Wii,2009.0,Sports,Konami Digital Entertainment,0.09,0.26,0.05,0.05,0.45
2845.0,Kangaroo,2600,1982.0,Platform,Atari,0.67,0.04,0.0,0.01,0.72
14625.0,The Croods: Prehistoric Party!,WiiU,2013.0,Misc,D3Publisher,0.01,0.01,0.0,0.0,0.03
13957.0,Ragnarok Odyssey,PS3,2014.0,Role-Playing,GungHo,0.03,0.01,0.0,0.01,0.04
13073.0,Over the Hedge: Hammy Goes Nuts!,PSP,2006.0,Platform,Activision,0.05,0.0,0.0,0.0,0.05
10336.0,My Boyfriend,DS,2008.0,Simulation,DTP Entertainment,0.1,0.0,0.0,0.01,0.11
9497.0,RealSports Volleyball,2600,1981.0,Sports,Atari,0.12,0.01,0.0,0.0,0.13
15338.0,Mystery Tales 2: The Spirit Mask,DS,2011.0,Puzzle,Unknown,0.0,0.02,0.0,0.0,0.02
15447.0,Spanish for Everyone!,DS,2007.0,Puzzle,Activision,0.02,0.0,0.0,0.0,0.02
14641.0,Syberia II,XB,2004.0,Adventure,Ubisoft,0.02,0.01,0.0,0.0,0.03
10826.0,Disney's Aladdin in Nasira's Revenge,PS,2000.0,Action,Sony Computer Entertainment,0.05,0.04,0.0,0.01,0.09
1090.0,Star Wars: Battlefront II,XB,2005.0,Shooter,Activision,1.22,0.39,0.0,0.06,1.67
7602.0,Rock Band Track Pack: Classic Rock,PS2,2009.0,Misc,MTV Games,0.1,0.08,0.0,0.03,0.2
7541.0,The Ultimate Red Ball Challenge,Wii,2009.0,Misc,Mindscape,0.0,0.19,0.0,0.01,0.2
13498.0,Nobunaga's Ambition (3DS),3DS,2013.0,Simulation,Tecmo Koei,0.0,0.0,0.04,0.0,0.04
16373.0,Gobliiins 4,PC,2009.0,Adventure,Kalypso Media,0.0,0.01,0.0,0.0,0.01
14416.0,Harry Potter and the Half-Blood Prince,PC,2009.0,Action,Electronic Arts,0.0,0.03,0.0,0.01,0.03
